City,Description,Temperature (F),Feels like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind_of_speed,Time_of_record,Sunrise Time,Sunset Time
Lagos,scattered clouds,93.52400000000002,104.45,93.52400000000002,93.52400000000002,1007,54,4,2024-04-24 14:46:15,2024-04-24 06:33:22,2024-04-24 18:52:27
